장,조,내용
,"제13 조 (""서비스""의 변경 및 중지)","3. 전 항의 내용에 의해 ""회사""가 ""서비스""를 완전히 중단한 경우 ""이용자""는 사용 기한이 경과한 기간제 유료 아이템에 대한 배상을 청구할 수 없습니다. 사용 기한이 지정되지 않은 ""유료 아이템""의 경우 ""서비스"" 중단 공지 시 공지된 종료일까지를 ""유료 아이템""의 사용 기한으로 봅니다."
,제 14 조 (정보의 제공 및 광고의 게재),"1. ""회사""는 본 ""서비스""의 유지 관리를 위하여 광고를 게재할 수 있으며, ""이용자""는 ""서비스"" 이용 시 노출되는 광고 게재에 대하여 동의한 것으로 간주합니다."
,제 14 조 (정보의 제공 및 광고의 게재),"2. ""회사""는 ""서비스""에 게재된 광고를 통하여 ""이용자""가 참여하거나 거래 등의 결과로 발생하는 모든 손실 또는 손해에 대해 책임을 지지 않습니다."
,제 14 조 (정보의 제공 및 광고의 게재),"3. “회사”는 수신에 동의한 “이용자”에 한하여 전자우편, SMS, 알림 메시지(Push Notification) 등의 방법으로 광고성 정보를 전송할 수 있습니다. “이용자”는 원하지 않는 경우에 언제든지 수신을 거부할 수 있으며, “회사”는 “이용자”의 수신 거부 시 광고성 정보를 발송하지 아니합니다."
,제 14 조 (정보의 제공 및 광고의 게재),"4. “회사”는 “서비스” 내 배너, PPL 등을 통하여 광고를 게재할 수 있으며, 이 약관에 대하여 동의한 “회원”은 “서비스 내 배너, PPL 등을 통한 광고 게재에 동의한 것으로 간주됩니다. 해당 광고는 제3자가 제공하는 영역, 페이지와 연결될 수 있으며, 제3자가 제공하는 페이지로 연결될 경우 해당 페이지는 “회사”의 “서비스” 영역이 아니므로 “회사”는 해당 페이지의 신뢰성, 안정성 등을 보장하지 않으며 그로 인한 “회원”의 손해에 대하여 책임을 지지 않습니다."
,제 15 조 (결제),"1. ""회사""는 제공하는 ""서비스""에 따라 ""유료 아이템""을 판매할 수 있습니다."
,제 15 조 (결제),"2. ""이용자""는 ""유료 아이템""의 결제 전 해당 아이템의 금액을 확인할 수 있으며, ""이용자""의 단말기에 따라 제공되는 ""오픈마켓""의 정책에 따라 구매할 수 있습니다."
,제 15 조 (결제),"3. 해당 대금의 청구는 각 ""오픈마켓 사업자""가 정한 방법과 정책에 따라 부과되며, 외화 결제 시의 환율 및 수수료에 따라 예상 지불 금액과 실제 청구금액에 차이가 있을 수 있습니다."
,제 15 조 (결제),"4. ""이용자""는 ""오픈마켓 사업자"" 또는 ""결제업체""가 정하는 방법과 정책에 따라 결제금액을 성실히 납부할 의무를 가집니다."
,제 15 조 (결제),"5. 결제의 한도는 ""오픈마켓 사업자"" 또는 ""결제업체"", 법령에 따라 제한을 받을 수 있고, 조정될 수 있습니다."
,제 15 조 (결제),"6. ""이용자""가 ""단말기"" 및 ""오픈마켓""의 비밀번호 설정 기능 등을 이용하지 않거나 부주의한 관리로 인해 발생하는 손해에 대해서 ""회사""는 어떠한 책임도 부담하지 않습니다."
,제 16 조 (청약철회 및 환불),"1. ""이용자""가 구매한 ""유료 아이템""은 아이템의 유형에 따라 청약철회 가능한 아이템과 청약철회 불가능한 아이템으로 구분됩니다. 청약철회 가능한 ""유료 아이템""은 구매 후 7일 이내에 청약철회 신청을 할 수 있습니다."
,제 16 조 (청약철회 및 환불),2. 다음의 경우에는 청약철회가 제한됩니다.
,제 16 조 (청약철회 및 환불),2. 다음의 경우에는 청약철회가 제한됩니다.1) “이용자”의 책임이 있는 사유로 재화 및 아이템이 멸실 되거나 훼손된 경우
,제 16 조 (청약철회 및 환불),2. 다음의 경우에는 청약철회가 제한됩니다.2) 구매 후 즉시 사용되거나 즉시 적용되는 아이템의 경우(기간제 아이템 포함)
,제 16 조 (청약철회 및 환불),2. 다음의 경우에는 청약철회가 제한됩니다.3) 서비스 이용 중에 획득한 아이템의 경우
,제 16 조 (청약철회 및 환불),"2. 다음의 경우에는 청약철회가 제한됩니다.4) 결제 시 지급되는 부가 상품(재화, 포인트, 아이템 등)의 일부를 사용한 경우"
,제 16 조 (청약철회 및 환불),2. 다음의 경우에는 청약철회가 제한됩니다.5) 묶음형으로 판매된 아이템을 일부 사용했을 경우
,제 16 조 (청약철회 및 환불),2. 다음의 경우에는 청약철회가 제한됩니다.6) “회사”가 “회원”에게 무료로 지급한 재화 및 아이템의 경우
,제 16 조 (청약철회 및 환불),2. 다음의 경우에는 청약철회가 제한됩니다.7) 타인으로부터 선물 받은 유료 재화 및 아이템의 경우
,제 16 조 (청약철회 및 환불),"3. 환불은 ""이용자""의 ""단말기""에 따라 제공되는 ""오픈마켓""의 환불 정책에 따라 진행됩니다. 청약철회 및 환불 등을 요구할 경우에는 ""회사""는 고객센터를 통하여 별도의 개인 정보 취급 동의 과정을 거친 후 구매 내역 확인에 의해 진행되며, 이 과정 중 ""이용자""에게 정당한 청약철회 사유 확인을 위해 ""이용자""가 제공한 정보를 통하여 ""이용자""에게 연락을 취하고 정확한 사실 확인을 할 수 있으며, 추가 증빙 자료 등을 요구할 수 있습니다."
,제 16 조 (청약철회 및 환불),4. 미성년자 결제 취소 안내
,제 16 조 (청약철회 및 환불),"4. 미성년자 결제 취소 안내미성년자가 법정 대리인의 동의 없이 결제한 경우, 본인 또는 법정대리인은 결제를 취소할 수 있습니다."
,제 16 조 (청약철회 및 환불),"4. 미성년자 결제 취소 안내단, 미성년자의 유료 서비스 결제가 법정대리인으로부터 처분을 허락받은 재산의 범위 내인 경우 또는 허위로 접수된 미성년자의 신고일 경우 취소가 제한됩니다."
,제 16 조 (청약철회 및 환불),"4. 미성년자 결제 취소 안내유료 서비스 구매자가 미성년자인지는 단말기, 결제 수단 명의자 등의 근거 기록을 토대로 판단하며, 필요에 따라 미성년자 및 법정대리인을 증명할 수 있는 서류 제출을 요구할 수 있습니다."
,제 17 조 (과오금의 환불),"1. 결제 과정에서 과오금이 발생한 경우 원칙적으로 ""오픈마켓 사업자""에 환불을 요청하여야 합니다. 단, ""오픈마켓 사업자""의 정책, 시스템상 ""회사""가 환불 절차의 처리 지원이 가능한 경우에는 ""회사""가 ""오픈마켓 사업자""에게 필요한 환불 절차의 이행을 요청할 수도 있습니다."
,제 17 조 (과오금의 환불),"2. 환불은 ""회원""이 결제한 방법과 동일한 방법으로 환불하는 것을 원칙으로 하되, 동일한 방법으로 환불이 불가능할 때에는 다른 방법으로 환불할 수 있습니다."
,제 17 조 (과오금의 환불),"3. ""이용자""의 책임 사유로 과오금이 발생 한 경우, 환불에 소요되는 수수료 등은 ""이용자""가 부담합니다."
,제 17 조 (과오금의 환불),"4. ""서비스""의 다운로드 또는 네트워크 서비스의 이용으로 발생된 요금(통화료, 데이터 통신료 등)은 환불 대상에서 제외될 수 있습니다."
,"제 18 조 (계약해제, 해지 등)","1. ""이용자""는 언제든지 서비스 내 “회사”가 지원하는 방법을 통하여 탈퇴 신청을 할 수 있습니다. 탈퇴는 즉시 처리되며, 이때 ""이용자""의 이용 정보(실적, 캐릭터, 아이템, 게임머니 등)는 모두 삭제되며 복구되지 않습니다."
,"제 18 조 (계약해제, 해지 등)","2. ""회사""는 본 약관의 각 조항에 의거하여 ""이용자""가 서비스 정책에 위배되었다고 판단한 경우, 이용 계약을 해지할 수 있으며, 이 경우 ""이용자""는 이로 인한 환불 및 손해배상을 청구할 수 없습니다."
,제 19 조 (이용제한 등),"1. ""회사""는 ""이용자""가 본 약관의 의무를 위반하거나 정상적인 서비스 운영을 방해한 경우, 경고, 일시정지, 영구이용정지 등의 방법으로 ""서비스"" 이용을 단계적으로 제한할 수 있습니다."
,제 19 조 (이용제한 등),"2. ""회사""는 전항에도 불구하고, 명의도용 및 결제 도용, 전화번호 도용, 저작권 도용, 불법 프로그램의 제공 및 서비스 운영 방해, 불법 통신 및 해킹, 악성 프로그램의 배포, 접속 권한 초과행위 등과 같이 관련 법을 위반한 경우에는 즉시 영구이용정지를 할 수 있습니다. 본 항에 따른 영구이용정지 시 ""서비스"" 이용을 통해 획득한 혜택 등도 모두 소멸되며, ""회사""는 이에 대해 별도로 보상하지 않습니다."
,제 19 조 (이용제한 등),"3. ""회사""가 ""이용자""의 ""서비스"" 이용을 제한하거나 계약을 해지하는 경우에는 ""회사""는 해당 사항을 이용자에게 통지합니다."
,제 19 조 (이용제한 등),"4. ""이용자""는 본 조에 따른 이용 제한 등에 대해 이의신청을 할 수 있습니다. 이때 이의가 정당하다고 ""회사""가 인정하는 경우 ""회사""는 즉시 ""서비스""의 이용을 재개합니다."
,제 20 조 (책임제한),"1. ""회사""는 전시, 천재지변 또는 이에 준하는 불가항력으로 인하여 ""서비스""를 제공할 수 없는 경우에는 ""서비스"" 제공에 관한 책임이 면제됩니다."
,제 20 조 (책임제한),"2. ""회사""는 ""이용자""의 귀책사유로 인한 ""서비스"" 이용의 장애에 대하여는 책임을 지지 않습니다."
,제 20 조 (책임제한),"3. ""회사""는 기간 통신 사업자 등 전기통신 사업자가 전기통신 서비스를 중지하거나 정상적으로 제공하지 아니하여 이용자 또는 서비스 회사에 손해가 발생한 경우 책임이 면제됩니다."
,제 20 조 (책임제한),"4. ""회사""는 ""이용자""가 ""서비스""와 관련하여 게재한 정보, 자료, 사실의 신뢰도, 정확성 등의 내용에 관하여는 책임을 지지 않습니다."
,제 20 조 (책임제한),"5. ""회사""는 ""이용자"" 간 또는 ""이용자""와 제3자 상호 간에 ""서비스""를 매개로 하여 거래 등을 한 경우에는 책임이 면제됩니다."
,제 20 조 (책임제한),"6. ""회사""는 ""이용자""가 ""서비스""를 이용하여 기대하는 이익을 얻지 못하거나 상실한 것에 대하여 책임을 지지 않습니다."
,제 20 조 (책임제한),"7. ""회원""은 ""단말기"" 비밀번호 설정 기능, ""오픈마켓 사업자""가 제공하는 비밀번호 설정 기능 등을 이용하여 제3자의 유료 결제를 방지하여야 합니다. ""회사""는 ""이용자""의 부주의로 인해 발생하는 제3자 결제에 대해 책임지지 않습니다."
,제 20 조 (책임제한),"8. ""회사""는 무료로 제공되는 서비스 이용과 관련하여 관련 법에 특별한 규정이 없는 한 책임을 지지 않습니다."
,제 20 조 (책임제한),"9. ""회사""는 제3자가 서비스 내 화면 또는 링크된 웹사이트를 통하여 광고한 제품 또는 서비스의 내용과 품질에 대하여 감시할 의무 기타 어떠한 책임도 지지 않습니다."
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다."
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다.1) ""이용자"" 상태 정보의 허위 또는 부정확성에 기인하는 손해"
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다.2) 그 성질과 경위를 불문하고 ""서비스""에 대한 접속 및 ""서비스""의 이용과정에서 발생하는 개인적인 손해"
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다.3) 서버에 대한 제3자의 모든 불법적인 접속 또는 서버의 불법적인 이용으로부터 발생하는 손해"
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다.4) 서버에 대한 전송 또는 서버로부터의 전송에 대한 제3자의 모든 불법적인 방해 또는 중단 행위로부터 발생하는 손해"
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다.5) 제3자가 ""서비스""를 이용하여 불법적으로 전송, 유포하거나 또는 전송 유포되도록 한 모든 바이러스, 스파이웨어 및 기타 악성 프로그램으로 인한 손해"
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다.6) 전송된 데이터의 오류 및 생략, 누락, 파괴 등으로 발생되는 손해"
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다.7) ""이용자""의 게임상 랭킹, 등급, 실적, 아이템, 게임 머니 등의 손실"
,제 20 조 (책임제한),"10. ""회사""및 ""회사""의 임직원 그리고 대리인은 다음과 같은 사항으로부터 발생하는 손해에 대해 책임을 지지 아니합니다.8) ""이용자""간의 ""이용자"" 상태 정보 등록 및 ""서비스"" 이용 과정에서 발생하는 명예훼손, 저작권침해, 기타 불법행위로 인한 각종 법적 책임"
,제 21 조 (손해배상),"1. ""회사""는 ""회사""가 제공하는 무료 서비스 이용과 관련하여 이용자에게 간접적, 우연적, 특수적, 결과적 등 발생한 어떠한 손해에 대해서도 책임을 지지 않습니다. 단, “회사”의 귀책사유로 인한 것일 경우에는 이에 대해 보상합니다."
,제 21 조 (손해배상),"2. 이용자의 기기변경, 번호 변경, 해외 로밍 등의 사유로 인한 이용 장애와 손실에 대해서 어떠한 책임도 부담하지 않습니다."
,제 22 조 (준거법 및 재판관할),"1. ""회사""와 ""이용자""간 제기된 소송은 대한민국 법을 준거법으로 합니다."
,제 22 조 (준거법 및 재판관할),"2. ""회사""와 ""이용자""간 발생한 분쟁에 관한 소송이 제기되는 경우 대한민국 법령에 정한 절차에 따른 법원을 관할 법원으로 합니다."
