장,조,내용
,제22조 이용제한,"1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(3) 회사의 운영진, 직원 또는 관계자를 사칭하는 경우"
,제22조 이용제한,1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(4) 회사의 사전승낙없이 서비스를 이용하여 영업활동을 하는 경우
,제22조 이용제한,"1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(5) 회원ID를 타인과 거래하거나 회원ID의 게임상 아이템, 게임머니 등을 타인과 매매하는 행위를 하는 경우"
,제22조 이용제한,"1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(6) 회사 프로그램상의 버그를 악용하거나 비정상적인 방법으로 피망캐쉬, 세이캐쉬, 게임상 아이템, 게임머니 등을 취득하는 행위를 하는 경우"
,제22조 이용제한,"1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(7) 서비스를 통하여 얻은 정보를 회사의 사전승낙없이 서비스 이용 외의 목적으로 복제하거나 이를 출판 및 방송 등에 사용하거나, 제3자에게 제공하는 경우"
,제22조 이용제한,"1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(8) 회사 또는 제3자의 저작권 등 기타 지적재산권을 침해하는 내용을 전송, 게시, 전자우편 또는 기타의 방법으로 타인에게 유포하는 경우"
,제22조 이용제한,"1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(9) 공공질서 및 미풍양속에 위반되는 음란한 내용의 정보, 문장, 도형, 음향, 동영상을 전송, 게시, 전자우편 또는 기타의 방법으로 타인에게 유포하는 경우"
,제22조 이용제한,"1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(10) 심히 모욕적이거나 개인신상에 대한 내용이어서 타인의 명예나 프라이버시를 침해할 수 있는 내용을 전송, 게시, 전자우편 도는 기타의 방법으로 타인에게 유포하는 경우"
,제22조 이용제한,1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(11) 서비스에 위해를 가하거나 고의로 방해한 경우
,제22조 이용제한,"1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(12) 다른 회원을 희롱, 위협하거나 특정 이용자에게 지속적으로 고통, 불편을 주는 행위를 하는 경우"
,제22조 이용제한,1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(13) 범죄와 관련이 있다고 객관적으로 판단되는 경우
,제22조 이용제한,1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(14) 회원 가입 후 연속하여 12개월 이상 서비스를 이용하기 위한 log-in 기록이 없는 경우
,제22조 이용제한,1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(15) 본 서비스를 이용함에 있어 본 약관 및 기타 회사가 정한 정책 또는 운영규칙을 위반하는 경우
,제22조 이용제한,1. 회사는 회원이 다음 각 호의 사유에 해당하는 경우 사전통지 없이 회원의 서비스 이용 제한 및 적법한 조치를 취할 수 있으며 이용계약을 해지하거나 또는 기간을 정하여 서비스를 중지할 수 있습니다.(16) 기타 관계법령에 위반하는 행위를 하는 경우
,제22조 이용제한,2. 회원은 전항의 귀책사유로 인하여 회사나 다른 회원에게 입힌 손해를 배상할 책임이 있습니다.
,제22조 이용제한,2. 회원은 전항의 귀책사유로 인하여 회사나 다른 회원에게 입힌 손해를 배상할 책임이 있습니다.[제6장 손해배상 및 기타사항]
,제23조 손해배상,1. 회사는 무료로 제공하는 서비스의 이용과 관련하여 회원에게 발생한 회사의 귀책사유가 없는 손해에 대하여 책임을 지지 않습니다.
,제23조 손해배상,"2. 회사는 프리미엄 서비스의 중대한 하자에 의하여 디지털 컨텐츠가 손상, 훼손, 삭제되어 서비스 이용에 손해를 끼친 경우 해당 컨텐츠의 복원 또는 피망캐쉬, 세이캐쉬의 재충전을 통하여 보상합니다. 다만, 회사는 프리미엄 서비스의 이용과 관련하여 회사의 고의 또는 과실이 없이 회원에게 발생한 일체의 손해에 대하여 책임을 지지 않습니다."
,제24조 분쟁의 해결,1. 회사와 회원은 서비스와 관련하여 발생한 분쟁을 원활하게 해결하기 위하여 필요한 노력을 합니다.
,제24조 분쟁의 해결,"2. 회사는 회원으로부터 제출되는 불만사항 및 의견을 우선적으로 처리하고자 노력을 합니다. 다만, 신속한 처리가 곤란한 경우에는 회원에게 그 사유와 처리일정을 즉시 통보해 드립니다."
,제25조 재판권,회사와 회원간에 발생한 분쟁에 대해서 소송이 제기될 경우 민사소송법에 따른 법원을 관할법원으로 합니다.
