장,조,내용
,제 15조 게시물의 저작권,"2. 고객님이 서비스 내에 게시하는 게시물은 검색결과 내지 서비스 및 관련 프로모션 등에 노출될 수 있으며, 해당 노출을 위해 필요한 범위 내에서는 일부 수정, 복제, 편집되어 게시될 수 있습니다. 이 경우, 회사는 저작권법 규정을 준수하며, 고객님은 언제든지 고객센터 또는 서비스 내 관리기능을 통해 해당 게시물에 대해 삭제, 검색결과 제외, 비공개 등의 조치를 취할 수 있습니다."
,제 15조 게시물의 저작권,"3. 회사는 제2항의 이외의 방법으로 고객님의 게시물을 이용하고자 하는 경우에는 전화, 팩스, 전자우편 등을 통해 사전에 고객님의 동의를 얻어야 합니다."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.① 다른 고객 또는 제 3자에게 심한 모욕을 주거나 중상모략으로 명예를 손상시키는 내용인 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.② 공공질서 및 미풍양속에 위반되는 내용을 유포하거나 링크시키는 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.③ 아이디 또는 게임상 사이버자산, 포인트 등의 매매에 관련된 내용인 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.④ 불법복제 또는 해킹을 조장하는 내용인 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.⑤ 영리를 목적으로 하는 광고성 내용인 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.⑥ 범죄와 결부된다고 객관적으로 인정되는 내용일 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.⑦ 다른 고객 또는 제 3자의 저작권 등 기타 권리를 침해하는 내용인 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.⑧ 회사에서 규정한 게시물 원칙에 어긋나거나, 게시판 성격에 부합하지 않는 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.⑨ 회사나 서비스의 정상적인 운영을 방해하는 경우."
,제 16조 게시물의 관리,"1. 고객님이 게시하는 게시물(고객 간 전달 포함)등으로 인해 발생하는 손실이나 책임은 전적으로 각 고객님에게 있으며, 회사의 고의가 아닌 한, 회사는 이에 대하여 책임지지 않습니다.2, 회사는 다음 각 호에 해당하는 게시물이나 자료를 사전통지 없이 삭제하거나 이동 또는 등록 거부를 할 수 있습니다. 또한 해당 게시물을 게시한 자는 회사의 규정 또는 법령에 따른 책임을 부담하게 될 수도 있습니다.⑩ 기타 관계법령에 위배된다고 판단되는 경우."
,제 17조 권리의 귀속,"1. 서비스에 대한 저작권 및 지적재산권은 회사에 귀속됩니다. 단, 고객님의 게시물 및 제휴계약에 따라 제공된 저작물 등은 제외합니다."
,제 17조 권리의 귀속,"2. 회사는 서비스와 관련하여 고객님에게 회사가 정한 이용조건에 따라 게임이나 캐릭터, 게임 아이템, 게임머니, 사이버자산 등을 이용할 수 있는 이용권만을 부여하며, 고객님은 이를 유상양도, 판매, 담보제공 등의 처분행위를 할 수 없습니다."
,제 18조 사이버자산에 관한 사항,1. 회사의 서비스를 이용하면서 생성 또는 취득되는 사이버자산은 게임 등 서비스 이용을 위한 무형의 도구이며 이에 대한 일체의 권리는 회사에 있습니다.
,제 18조 사이버자산에 관한 사항,"2. 회사는 개인간의 사이버자산에 대한 거래를 인정하지 않습니다. 거래를 하였거나 거래를 시도할 시에는 서비스 이용정지, 영구탈퇴, 사이버자산 몰수 등의 조치를 취할 수 있습니다."
,제 18조 사이버자산에 관한 사항,"3. 회사는 서비스의 효율적 이용 및 운영을 위해 게임 아이템, 게임머니, 사이버자산 등의 일부 또는 전부를 조정 및 회수할 수 있으며, 게임 아이템, 게임머니, 사이버자산 등은 회사가 사전에 정한 기간에 따라 주기적으로 소멸될 수 있습니다."
,제 18조 사이버자산에 관한 사항,"3. 회사는 서비스의 효율적 이용 및 운영을 위해 게임 아이템, 게임머니, 사이버자산 등의 일부 또는 전부를 조정 및 회수할 수 있으며, 게임 아이템, 게임머니, 사이버자산 등은 회사가 사전에 정한 기간에 따라 주기적으로 소멸될 수 있습니다.19조 사이버 포인트"
,제 18조 사이버자산에 관한 사항,"1. 회사는 회원의 이용실적에 따라 ""사이버 포인트""를 제공할 수 있으며,회사가 정한 유효기간 내에 사용되지 않은 ""사이버 포인트""는 소멸될 수 있습니다."
,제 18조 사이버자산에 관한 사항,"2. ""사이버 포인트""의 적립에 오류가 있을 경우 회원은상당기간 내에 정정 신청을 할 수 있으며, 회사는 확인절차를 거친 후 결과에 대하여 고지하고 필요한 경우 ""사이버 포인트""에 정정 조치를 취할 수 있습니다."
,제 18조 사이버자산에 관한 사항,"3. 회사는 운영상 이유로 사전고지 후 ""사이버 포인트"" 서비스를 종료할 수 있으며,회사는 사전고지를 최소한 1개월 전에 하여야 합니다. 이 경우 사전에 고지한 서비스 종료일까지 사용되지 않은 기 적립된 ""사이버 포인트""는 소멸됩니다."
,제 20조 필요한 정보의 수집 및 저장 등,"1. 회사는 서비스의 안정화 및 오류개선, 악성코드 감염여부 확인 등을 위해 고객님의 개인정보를 제외한 PC사양 및 시스템 정보, 오류 정보를 수집할 수 있습니다."
,제 20조 필요한 정보의 수집 및 저장 등,"2. 회사는 서비스 내 채팅 내용을 저장, 보관할 수 있습니다. 본 정보는 회사만이 보유하고 적법한 제3자 외에는 제공되지 않습니다. 회사는 다음과 같은 경우에 한해서 본 정보를 활용하며 자료 활용 시에는 활용 내용에 대해 고객님에게 통지합니다."
,제 20조 필요한 정보의 수집 및 저장 등,"2. 회사는 서비스 내 채팅 내용을 저장, 보관할 수 있습니다. 본 정보는 회사만이 보유하고 적법한 제3자 외에는 제공되지 않습니다. 회사는 다음과 같은 경우에 한해서 본 정보를 활용하며 자료 활용 시에는 활용 내용에 대해 고객님에게 통지합니다.① 고객님이 현행법, 본 이용약관 및 개별이용약관 등에 위반되는 행위를 하는 것이 적발 또는 신고된 경우."
,제 20조 필요한 정보의 수집 및 저장 등,"2. 회사는 서비스 내 채팅 내용을 저장, 보관할 수 있습니다. 본 정보는 회사만이 보유하고 적법한 제3자 외에는 제공되지 않습니다. 회사는 다음과 같은 경우에 한해서 본 정보를 활용하며 자료 활용 시에는 활용 내용에 대해 고객님에게 통지합니다.② 고객간 분쟁 조정 및 민원 처리에 필요한 경우."
,제 20조 필요한 정보의 수집 및 저장 등,"2. 회사는 서비스 내 채팅 내용을 저장, 보관할 수 있습니다. 본 정보는 회사만이 보유하고 적법한 제3자 외에는 제공되지 않습니다. 회사는 다음과 같은 경우에 한해서 본 정보를 활용하며 자료 활용 시에는 활용 내용에 대해 고객님에게 통지합니다.③ 기타 서비스 내 질서 유지를 위해 회사가 필요하다고 판단하는 경우."
,제 20조 필요한 정보의 수집 및 저장 등,"3. 회사는 고객님에게 안정적이고 신속하게 서비스를 제공하기 위하여, 서비스 설치 및 이용 시에 고객님의 PC의 일부 저장공간이나 리소스를 활용하여 다른 고객에게 데이터를 전송하는 Grid Computing, 분산처리시스템과 같은 기술을 적용할 수 있습니다."
,제 20조 필요한 정보의 수집 및 저장 등,"4. 회사는 게임 서비스 운영 및 프로그램 안정화 등 게임 서비스 품질 개선을 위하여 이용자 PC, 휴대전화(스마트폰), 스마트OS 탑재 모바일 기기(Tablet PC 등) 등 단말기의 모델명, OS 버전, 루팅 정보, 전화번호 등 설정 및 사양 정보를 수집 활용할 수 있습니다."
,제 21조 테스트 목적 서비스 등,"1. 회사는 새로운 서비스를 정식으로 상용화하기 전, 고객들을 대상으로 테스트 목적의 베타 서비스를 일정 기간 동안 진행할 수 있습니다. 각각의 경우 테스트 대상과 기간 및 이에 관련된 내용은 해당 게임의 공지사항을 통해 별도로 공지합니다."
,제 21조 테스트 목적 서비스 등,"2. 테스트 목적 서비스의 경우는 서비스 안정성 등을 위해 게임 데이터의 변경, 추가, 삭제 등이 실시될 수 있으며, 테스트 기간 동안 고객님이 취득한 게임머니, 캐릭터 등 해당 테스트 목적 서비스와 관련된 모든 데이터는 초기화될 수 있습니다."
,제 21조 테스트 목적 서비스 등,"3. 베타 서비스를 이용하는 고객님은 게임의 고유정보를 회사의 허가 없이 상업적인 목적으로 무단 사용할 수 없습니다. 이를 위반할 경우 이에 대해 회사가 민사상 손해배상이나 기타 법적인 조치를 취할 수 있으며, 관련 법규에 따라 법적인 제재를 받을 수 있습니다."
,제 22조 계약변경 및 해지에 관한 사항,"고객님은 언제든지 서비스초기화면의 고객센터 또는 내 정보 관리 메뉴 등을 통하여 이용계약 해지 신청을 할 수 있으며, 회사는 관계법규 등이 정하는 바에 따라 이를 즉시 처리하여야 합니다. 단, 신규가입 후 일정시간 이내에는 서비스 부정이용 방지 등의 사유로 즉시 탈퇴가 제한될 수 있습니다.고객님이 계약을 해지할 경우, 관계법 및 개인정보처리방침에 따라 회사가 고객정보를 보유하는 경우를 제외하고는 해지 즉시 고객님의 모든 데이터는 소멸됩니다.이용 계약 해지 시 회사와 고객님간 이용계약이 성립된 유료서비스는 이용기간 중 해당 서비스를 전혀 이용하지 않은 경우에 한하여 고객센터를 통한 환불 신청 절차에 따라 환불을 받을 수 있습니다.본인의 의사에 의해 해지한 고객님은 이후로 한 달 동안 재가입할 수 없습니다."
,제 23조 이용의 제한에 관한 사항,"1. 회사는 고객님이 본 약관의 의무를 위반하거나 게임의 정상적인 운영을 방해한 경우, 서비스 이용을 경고, 일시정지, 계약해지로 단계적으로 제한할 수 있습니다."
,제 23조 이용의 제한에 관한 사항,"2. 회사는 전항에도 불구하고, 주민등록법을 위반한 명의도용 및 결제도용, 저작권법 및 컴퓨터프로그램보호법을 위반한 불법프로그램의 제공 및 운영방해, 정보통신망법을 위반한 불법통신 및 해킹, 악성프로그램의 배포, 접속 권한 초과행위, 게임산업진흥에관한법률을 위반한 게임머니 중개, 알선, 매입 등과 같이 관계법령을 위반한 경우 또는 게임운영에 악영향을 미치는 경우(운영자 사칭, 게임 내 사기, 반복적 버그 악용 등)에는 즉시 계약해지를 할 수 있습니다. 본 항에 따른 계약해지 시 서비스 이용을 통해 획득한 사이버자산 및 기타 혜택 등도 모두 소멸되며, 회사는 이에 대해 별도로 보상하지 않습니다."
,제 23조 이용의 제한에 관한 사항,"3. 회사는 고객님이 계속해서 6개월 이상 로그인하지 않는 경우, 고객정보의 보호 및 운영의 효율성을 위해 이용을 제한할 수 있습니다."
,제 23조 이용의 제한에 관한 사항,4. 본 조에 따라 서비스 이용을 제한하거나 이용계약을 해지하는 경우에는 회사는 제9조(정보의 제공)에 따라 통지합니다.
,제 23조 이용의 제한에 관한 사항,"5. 회사 고객님의 게임 과몰입 방지를 위해 이용방법, 이용시간, 이용횟수 등을 제한할 수 있으며, 고객님의 게임 과몰입 정도에 따라 이용자 보호프로그램을 적용할 수 있습니다. 고객님은 이용자 보호프로그램에 따라 게임 이용이 단계적으로 제한될 수 있으며, 이용자 보호프로그램의 적용 거부 시 회사는 서비스의 제공을 중단할 수 있습니다."
,제 23조 이용의 제한에 관한 사항,6. 고객님은 본 조에 따른 이용제한 등에 대해 회사가 정한 절차에 따라 이의신청을 할 수 있습니다. 이 때 이의가 정당하다고 회사가 인정하는 경우 회사는 즉시 서비스의 이용을 재개합니다.
,제 24조 책임의 제한에 관한 사항,"1. 회사는 천재지변, 전쟁 기타 이에 준하는 불가항력으로 인하여 서비스를 제공할 수 없는 경우에는 서비스 제공에 관한 책임이 면제됩니다."
,제 24조 책임의 제한에 관한 사항,2. 회사는 고객님의 귀책사유로 인한 서비스 이용의 장애에 대하여 책임을 지지 않습니다.
,제 24조 책임의 제한에 관한 사항,"3. 회사는 고객님이 서비스와 관련하여 게재한 정보, 자료, 사실의 신뢰도, 정확성 등의 내용에 관하여는 책임을 지지 않습니다."
,제 24조 책임의 제한에 관한 사항,4. 회사는 해커로부터 사이버자산이 조작되는 경우 해킹 시점 이전으로 모든 회원의 사이버자산을 환원할 수 있습니다.
,제 24조 책임의 제한에 관한 사항,5. 회사는 고의성이 없는 시스템 장애로 인하여 서비스를 제공할 수 없는 경우에는 서비스 제공에 관한 책임이 면제됩니다.
,제 24조 책임의 제한에 관한 사항,"6. 회사는 고의성이 없는 시스템 오류로 사이버자산의 오류가 발생하는 경우 또는 개인 시스템 오류, 서버 접속 장애 등으로 인한 문제는 회사는 그 책임을 면제 받습니다. 단, 금액이 크고 오류 파악이 가능할 때 회사는 해당 게임의 결과를 수정할 수 있습니다."
,제 24조 책임의 제한에 관한 사항,"7. 회사는 게임의 기능 향상을 위하여 게임을 업그레이드 할 수 있고, 게임 업그레이드 시 발생하는 에러에 대한 책임은 면제 받습니다."
,제 24조 책임의 제한에 관한 사항,8. 서비스 중 인공지능 기능이 필요한 게임은 고객님이 게임 중 서버와 접속이 두절된 경우 인공지능 엔진이 대신 게임을 하고 그 결과를 고객님의 사이버자산에 반영하고 이로 인한 문제 발생의 책임은 회사에 없습니다.
,제 24조 책임의 제한에 관한 사항,9. 서비스에 신규 게임이 추가될 경우 고의성이 없는 신규 게임의 에러의 책임은 회사에 없습니다.
,제 24조 책임의 제한에 관한 사항,"10. 회사는 무료로 제공하는 서비스의 이용과 관련하여 고객님이 입은 손해에 대하여, 회사의 고의 또는 중과실로 야기되지 아니한 한, 책임을 지지 않습니다."
,제 25조 회사의 고충처리 및 분쟁해결,1. 회사는 회원의 편의를 고려하여 회원의 의견이나 불만을 제시하는 방법을 게임 초기화면이나 게임서비스 홈페이지에서 안내합니다. 회사는 이러한 회원의 의견이나 불만을 처리하기 위한 전담조직을 운영합니다.
,제 25조 회사의 고충처리 및 분쟁해결,"2. 회사는 회원으로부터 제기되는 의견이나 불만이 정당하다고 객관적으로 인정될 경우에는 합리적인 기간 내에 이를 신속하게 처리합니다. 다만, 처리에 장기간이 소요되는 경우에는 회원에게 장기간이 소요되는 사유와 처리일정을 게임서비스 홈페이지(http://www.fulpot.com/)에 공지하거나 전자우편, 전화 또는 서면 등으로 통보합니다."
,제 25조 회사의 고충처리 및 분쟁해결,"3. 회사와 회원간에 분쟁이 발생하여 제3의 분쟁조정기관이 조정할 경우 회사는 이용제한 등 회원에게 조치한 사항을 성실히 증명하고, 조정기관의 조정에 따를 수 있습니다."
,제 26조 재판권 및 준거법에 관한 사항,1. 서비스의 이용과 관련하여 회사와 고객님 간에 분쟁이 발생하는 경우 양 당사자간에 원만하게 합의하여 해결하는 것을 원칙으로 합니다.
,제 26조 재판권 및 준거법에 관한 사항,"2. 만약 제1항의 분쟁이 원만히 해결되지 못하여 소송이 재기되는 경우, 민사소송법 등 관련 법령에 따른 관할법원에 제소합니다."
,제 26조 재판권 및 준거법에 관한 사항,3. 회사와 고객님 간 제기된 소송은 대한민국법을 준거법으로 합니다.
